Day_of_Week_and_Hour,cluster,Lat,Lon,Day_of_Month,Week_Number,Hour,nb_pickups
Monday_16_hrs,399,40.75383333333333,-73.97176666666667,21.0,17.0,16.0,3
Monday_16_hrs,398,40.7629,-73.98463333333333,21.0,17.0,16.0,3
Monday_17_hrs,400,40.7331,-73.99158571428572,21.0,17.0,17.0,7
Monday_17_hrs,401,40.7579,-73.97998,21.0,17.0,17.0,10
Monday_18_hrs,402,40.76022,-73.97406,21.0,17.0,18.0,5
Monday_18_hrs,403,40.722433333333335,-73.99983333333334,21.0,17.0,18.0,3
Monday_18_hrs,404,40.750233333333334,-73.98896666666667,21.0,17.0,18.0,3
Monday_19_hrs,405,40.7638,-73.97956,21.0,17.0,19.0,5
Monday_21_hrs,406,40.75986666666666,-73.9819,21.0,17.0,21.0,3
Tuesday_6_hrs,407,40.76683333333333,-73.9694,22.0,17.0,6.0,3
Tuesday_7_hrs,409,40.7672,-73.96409999999999,22.0,17.0,7.0,3
Tuesday_7_hrs,408,40.72193333333333,-73.98356666666666,22.0,17.0,7.0,3
Tuesday_8_hrs,410,40.77213333333333,-73.8682,22.0,17.0,8.0,3
Tuesday_9_hrs,411,40.72364,-73.99983999999999,22.0,17.0,9.0,5
Tuesday_13_hrs,412,40.741425,-73.9949,22.0,17.0,13.0,4
Tuesday_15_hrs,413,40.758618750000004,-73.98154375,22.0,17.0,15.0,16
Tuesday_16_hrs,414,40.76068,-73.9743,22.0,17.0,16.0,5
Tuesday_16_hrs,415,40.7287,-74.00450000000001,22.0,17.0,16.0,7
Tuesday_17_hrs,416,40.74888571428572,-73.99065714285715,22.0,17.0,17.0,14
Tuesday_17_hrs,418,40.72683333333333,-74.00156666666668,22.0,17.0,17.0,3
Tuesday_17_hrs,417,40.7636,-73.971625,22.0,17.0,17.0,4
Tuesday_18_hrs,419,40.761775,-73.97405,22.0,17.0,18.0,4
Tuesday_18_hrs,420,40.74682,-73.98548000000001,22.0,17.0,18.0,5
Tuesday_19_hrs,421,40.75931666666667,-73.97426666666667,22.0,17.0,19.0,6
Tuesday_20_hrs,422,40.74433333333334,-73.99486666666667,22.0,17.0,20.0,3
Tuesday_20_hrs,423,40.7586,-73.98753333333333,22.0,17.0,20.0,3
Tuesday_21_hrs,424,40.753800000000005,-73.98266666666667,22.0,17.0,21.0,3
Wednesday_7_hrs,426,40.728725000000004,-73.98525000000001,23.0,17.0,7.0,4
Wednesday_7_hrs,425,40.76583333333333,-73.96263333333333,23.0,17.0,7.0,3
Wednesday_8_hrs,427,40.75044285714286,-73.98428571428572,23.0,17.0,8.0,7
Wednesday_8_hrs,428,40.76943333333333,-73.9567,23.0,17.0,8.0,3
Wednesday_9_hrs,429,40.763133333333336,-73.98503333333333,23.0,17.0,9.0,3
Wednesday_10_hrs,430,40.7637,-73.97183333333334,23.0,17.0,10.0,3
Wednesday_11_hrs,431,40.7537,-73.97353333333334,23.0,17.0,11.0,3
Wednesday_11_hrs,432,40.722325,-74.000525,23.0,17.0,11.0,4
Wednesday_13_hrs,433,40.74865,-73.9845,23.0,17.0,13.0,6
Wednesday_14_hrs,434,40.7709,-73.9645,23.0,17.0,14.0,3
Wednesday_15_hrs,435,40.72318571428571,-74.00241428571428,23.0,17.0,15.0,7
Wednesday_15_hrs,436,40.77093333333334,-73.95083333333334,23.0,17.0,15.0,3
Wednesday_15_hrs,437,40.7635,-73.9859,23.0,17.0,15.0,4
Wednesday_16_hrs,438,40.75594285714286,-73.97557857142858,23.0,17.0,16.0,28
Wednesday_16_hrs,439,40.72505,-74.005225,23.0,17.0,16.0,4
Wednesday_17_hrs,441,40.7277,-73.99673333333332,23.0,17.0,17.0,3
Wednesday_17_hrs,440,40.75061111111111,-73.98695000000001,23.0,17.0,17.0,18
Wednesday_18_hrs,442,40.720875,-74.00145,23.0,17.0,18.0,4
Wednesday_18_hrs,443,40.75088181818182,-73.98186363636363,23.0,17.0,18.0,11
Wednesday_19_hrs,444,40.7095,-74.01273333333334,23.0,17.0,19.0,3
Wednesday_19_hrs,445,40.75308888888889,-73.98071111111112,23.0,17.0,19.0,9
Wednesday_19_hrs,446,40.769375,-73.961775,23.0,17.0,19.0,4
Wednesday_20_hrs,449,40.741366666666664,-73.98766666666667,23.0,17.0,20.0,3
Wednesday_20_hrs,447,40.75850714285714,-73.97895000000001,23.0,17.0,20.0,14
Wednesday_20_hrs,448,40.72906,-73.99737999999999,23.0,17.0,20.0,5
Wednesday_21_hrs,450,40.72946666666667,-74.00200555555556,23.0,17.0,21.0,18
Wednesday_22_hrs,451,40.75154,-73.99114,23.0,17.0,22.0,5
Wednesday_22_hrs,452,40.73088,-73.99876,23.0,17.0,22.0,5
Thursday_5_hrs,453,40.72716666666667,-73.99816666666668,24.0,17.0,5.0,3
Thursday_6_hrs,454,40.757866666666665,-73.97346666666667,24.0,17.0,6.0,3
Thursday_7_hrs,456,40.7203,-73.99033333333334,24.0,17.0,7.0,3
Thursday_7_hrs,455,40.73356666666667,-73.9944,24.0,17.0,7.0,3
Thursday_8_hrs,457,40.77518333333334,-73.95493333333333,24.0,17.0,8.0,6
Thursday_8_hrs,458,40.7300125,-73.995825,24.0,17.0,8.0,8
Thursday_9_hrs,460,40.72893333333334,-73.98213333333332,24.0,17.0,9.0,3
Thursday_9_hrs,459,40.726,-74.00027499999999,24.0,17.0,9.0,4
Thursday_10_hrs,461,40.7119,-74.00986666666667,24.0,17.0,10.0,3
Thursday_10_hrs,462,40.76064,-73.97432,24.0,17.0,10.0,5
Thursday_11_hrs,463,40.744499999999995,-73.98946666666667,24.0,17.0,11.0,3
Thursday_12_hrs,464,40.7243,-74.00056666666667,24.0,17.0,12.0,3
Thursday_13_hrs,465,40.749575,-73.984175,24.0,17.0,13.0,4
Thursday_14_hrs,466,40.75513333333333,-73.97486666666667,24.0,17.0,14.0,3
Thursday_15_hrs,467,40.75469090909091,-73.97787272727273,24.0,17.0,15.0,11
Thursday_15_hrs,468,40.77036666666667,-73.96483333333333,24.0,17.0,15.0,3
Thursday_15_hrs,469,40.736866666666664,-73.9909,24.0,17.0,15.0,3
Thursday_16_hrs,470,40.75815,-73.97845,24.0,17.0,16.0,10
Thursday_16_hrs,471,40.73715,-73.994825,24.0,17.0,16.0,12
Thursday_17_hrs,472,40.72318333333333,-74.00061666666666,24.0,17.0,17.0,6
Thursday_17_hrs,473,40.75315,-73.9780875,24.0,17.0,17.0,16
Thursday_17_hrs,474,40.74876666666666,-74.0056,24.0,17.0,17.0,3
Thursday_18_hrs,475,40.76438,-73.97458,24.0,17.0,18.0,5
Thursday_18_hrs,476,40.75116666666667,-73.993,24.0,17.0,18.0,3
Thursday_19_hrs,477,40.75751666666667,-73.97624166666667,24.0,17.0,19.0,12
Thursday_20_hrs,478,40.759425,-73.98074166666667,24.0,17.0,20.0,12
Thursday_20_hrs,479,40.7741,-73.87266666666666,24.0,17.0,20.0,3
Thursday_20_hrs,480,40.7353,-74.00035555555556,24.0,17.0,20.0,9
Thursday_21_hrs,481,40.74170344827586,-73.98965862068965,24.0,17.0,21.0,29
Thursday_22_hrs,482,40.73079333333333,-74.00461999999999,24.0,17.0,22.0,15
Thursday_22_hrs,483,40.7474,-73.9833,24.0,17.0,22.0,4
Friday_6_hrs,484,40.77503333333333,-73.95196666666666,25.0,17.0,6.0,3
Friday_7_hrs,485,40.729150000000004,-73.9858,25.0,17.0,7.0,4
Friday_9_hrs,486,40.72476666666666,-73.9978,25.0,17.0,9.0,3
Friday_9_hrs,487,40.746066666666664,-73.9874,25.0,17.0,9.0,3
Friday_10_hrs,488,40.773266666666665,-73.9585,25.0,17.0,10.0,3
Friday_10_hrs,489,40.7159,-74.00843333333334,25.0,17.0,10.0,3
Friday_13_hrs,490,40.752199999999995,-73.98373333333335,25.0,17.0,13.0,3
Friday_14_hrs,491,40.7562375,-73.974925,25.0,17.0,14.0,8
Friday_14_hrs,492,40.733711111111106,-73.99777777777778,25.0,17.0,14.0,9
Friday_15_hrs,493,40.758675000000004,-73.9769125,25.0,17.0,15.0,8
Friday_15_hrs,494,40.744,-73.99493333333334,25.0,17.0,15.0,3
Friday_16_hrs,495,40.76063333333333,-73.97271111111111,25.0,17.0,16.0,9
Friday_16_hrs,496,40.7369,-73.99791666666667,25.0,17.0,16.0,6
Friday_17_hrs,497,40.717283333333334,-74.01076666666667,25.0,17.0,17.0,6
Friday_17_hrs,498,40.75872,-73.98258,25.0,17.0,17.0,10
Friday_18_hrs,499,40.757200000000005,-73.97535714285713,25.0,17.0,18.0,7
Friday_18_hrs,500,40.73808181818182,-73.99567272727273,25.0,17.0,18.0,11
Friday_18_hrs,501,40.725233333333335,-73.9979,25.0,17.0,18.0,3
Friday_18_hrs,502,40.71483333333333,-74.00816666666667,25.0,17.0,18.0,3
Friday_19_hrs,503,40.730327777777774,-73.99861666666668,25.0,17.0,19.0,18
Friday_19_hrs,504,40.75962857142857,-73.9737,25.0,17.0,19.0,7
Friday_20_hrs,505,40.7569,-73.97795,25.0,17.0,20.0,6
Friday_20_hrs,506,40.740433333333335,-74.0072,25.0,17.0,20.0,3
Friday_21_hrs,507,40.740775,-73.9907875,25.0,17.0,21.0,8
Friday_21_hrs,508,40.7622,-73.98526,25.0,17.0,21.0,5
Friday_21_hrs,509,40.72484,-74.00160000000001,25.0,17.0,21.0,5
Friday_22_hrs,510,40.741099999999996,-74.00092307692307,25.0,17.0,22.0,13
Friday_22_hrs,511,40.7248,-73.98756,25.0,17.0,22.0,5
Friday_22_hrs,512,40.760866666666665,-73.9814,25.0,17.0,22.0,9
Friday_23_hrs,513,40.73540769230769,-73.99365384615385,25.0,17.0,23.0,13
Friday_23_hrs,514,40.72046666666667,-74.00869999999999,25.0,17.0,23.0,3
Saturday_0_hrs,515,40.74068,-73.98704000000001,26.0,17.0,0.0,5
Saturday_0_hrs,516,40.714400000000005,-73.96346666666666,26.0,17.0,0.0,3
Saturday_0_hrs,517,40.72555,-73.99235,26.0,17.0,0.0,4
Saturday_0_hrs,518,40.741099999999996,-74.00653333333334,26.0,17.0,0.0,3
Saturday_1_hrs,521,40.76343333333333,-73.98166666666667,26.0,17.0,1.0,3
Saturday_1_hrs,519,40.73782857142857,-74.00651428571429,26.0,17.0,1.0,7
Saturday_1_hrs,520,40.727425,-73.9880125,26.0,17.0,1.0,8
Saturday_2_hrs,522,40.74263333333334,-74.00346666666667,26.0,17.0,2.0,3
Saturday_14_hrs,524,40.753125,-73.98855,26.0,17.0,14.0,4
Saturday_14_hrs,523,40.707699999999996,-74.00630000000001,26.0,17.0,14.0,3
Saturday_14_hrs,525,40.72343333333333,-73.99913333333333,26.0,17.0,14.0,3
Saturday_15_hrs,526,40.723200000000006,-74.00471428571429,26.0,17.0,15.0,7
Saturday_15_hrs,527,40.7637,-73.97493333333334,26.0,17.0,15.0,3
Saturday_16_hrs,528,40.77196,-73.95474,26.0,17.0,16.0,5
Saturday_16_hrs,529,40.723012499999996,-73.9953125,26.0,17.0,16.0,8
Saturday_16_hrs,530,40.73556,-74.00183999999999,26.0,17.0,16.0,5
Saturday_17_hrs,531,40.713,-74.00585,26.0,17.0,17.0,6
Saturday_17_hrs,532,40.75252857142857,-73.98104285714285,26.0,17.0,17.0,7
Saturday_17_hrs,533,40.729825,-73.988225,26.0,17.0,17.0,4
Saturday_18_hrs,534,40.730275,-73.9979,26.0,17.0,18.0,12
Saturday_18_hrs,535,40.77238333333333,-73.95878333333333,26.0,17.0,18.0,6
Saturday_18_hrs,536,40.75585,-73.97132500000001,26.0,17.0,18.0,4
Saturday_19_hrs,537,40.7635,-73.971525,26.0,17.0,19.0,4
Saturday_19_hrs,538,40.742830000000005,-73.98995,26.0,17.0,19.0,10
Saturday_20_hrs,539,40.774,-73.9608,26.0,17.0,20.0,3
Saturday_20_hrs,540,40.73628,-73.99813333333333,26.0,17.0,20.0,15
Saturday_21_hrs,541,40.7592,-73.97721,26.0,17.0,21.0,10
Saturday_21_hrs,542,40.724266666666665,-73.99413333333334,26.0,17.0,21.0,6
Saturday_22_hrs,543,40.76423571428571,-73.98522857142858,26.0,17.0,22.0,14
Saturday_22_hrs,544,40.73124166666667,-73.99935,26.0,17.0,22.0,12
Saturday_23_hrs,545,40.7307,-73.99668181818183,26.0,17.0,23.0,11
Saturday_23_hrs,546,40.76435,-73.965175,26.0,17.0,23.0,4
Sunday_0_hrs,547,40.73162222222222,-73.99413333333334,27.0,17.0,0.0,27
Sunday_1_hrs,548,40.71846666666667,-74.0071,27.0,17.0,1.0,3
Sunday_1_hrs,549,40.7419875,-74.00331249999999,27.0,17.0,1.0,8
Sunday_1_hrs,550,40.724675,-73.990425,27.0,17.0,1.0,4
Sunday_2_hrs,551,40.7176,-73.98866666666667,27.0,17.0,2.0,3
Sunday_8_hrs,552,40.72293333333334,-74.00633333333333,27.0,17.0,8.0,3
Sunday_10_hrs,553,40.733399999999996,-73.99423333333334,27.0,17.0,10.0,3
Sunday_13_hrs,554,40.7657,-73.97296666666666,27.0,17.0,13.0,3
Sunday_14_hrs,555,40.7235,-73.99682222222222,27.0,17.0,14.0,9
Sunday_14_hrs,556,40.743566666666666,-73.99546666666667,27.0,17.0,14.0,3
Sunday_17_hrs,557,40.722975,-73.99655,27.0,17.0,17.0,4
Sunday_18_hrs,558,40.763466666666666,-73.9621,27.0,17.0,18.0,3
Monday_6_hrs,559,40.77753333333333,-73.95030000000001,28.0,18.0,6.0,3
Monday_7_hrs,560,40.7627,-73.9949,28.0,18.0,7.0,3
Monday_7_hrs,561,40.770900000000005,-73.95776666666667,28.0,18.0,7.0,3
Monday_8_hrs,562,40.73752,-73.9829,28.0,18.0,8.0,5
Monday_14_hrs,563,40.759375000000006,-73.980725,28.0,18.0,14.0,4
Monday_15_hrs,564,40.64565,-73.782575,28.0,18.0,15.0,4
Monday_15_hrs,567,40.7744,-73.9583,28.0,18.0,15.0,3
Monday_15_hrs,565,40.75395714285714,-73.97784285714286,28.0,18.0,15.0,7
Monday_15_hrs,566,40.74033333333333,-73.9911,28.0,18.0,15.0,3
Monday_16_hrs,568,40.77186666666667,-73.86803333333334,28.0,18.0,16.0,3
Monday_16_hrs,569,40.75699,-73.97923,28.0,18.0,16.0,10
Monday_17_hrs,570,40.7414,-73.99566666666666,28.0,18.0,17.0,3
Monday_17_hrs,571,40.724849999999996,-74.005575,28.0,18.0,17.0,4
Monday_18_hrs,573,40.76115,-73.97271666666667,28.0,18.0,18.0,6
Monday_18_hrs,572,40.73798333333333,-74.00121666666666,28.0,18.0,18.0,6
Monday_19_hrs,574,40.75658333333333,-73.98191666666666,28.0,18.0,19.0,12
Monday_21_hrs,575,40.70798,-74.01035999999999,28.0,18.0,21.0,5
Tuesday_7_hrs,576,40.73184,-73.9986,29.0,18.0,7.0,5
Tuesday_8_hrs,577,40.731542857142855,-73.98544285714286,29.0,18.0,8.0,7
Tuesday_8_hrs,578,40.727775,-74.00665000000001,29.0,18.0,8.0,4
Tuesday_8_hrs,580,40.778999999999996,-73.9819,29.0,18.0,8.0,3
Tuesday_8_hrs,579,40.764633333333336,-73.96686666666666,29.0,18.0,8.0,3
Tuesday_10_hrs,581,40.761,-73.9758,29.0,18.0,10.0,3
Tuesday_13_hrs,582,40.70806666666667,-74.01263333333334,29.0,18.0,13.0,3
Tuesday_14_hrs,583,40.7611,-73.9710125,29.0,18.0,14.0,8
Tuesday_15_hrs,584,40.70366666666666,-74.0124,29.0,18.0,15.0,3
Tuesday_15_hrs,585,40.76152727272727,-73.98078181818181,29.0,18.0,15.0,11
Tuesday_15_hrs,586,40.74375,-73.9987,29.0,18.0,15.0,8
Tuesday_16_hrs,587,40.752220689655175,-73.9821551724138,29.0,18.0,16.0,29
Tuesday_17_hrs,588,40.758044999999996,-73.97649,29.0,18.0,17.0,20
Tuesday_17_hrs,589,40.7325,-74.00653333333334,29.0,18.0,17.0,3
Tuesday_18_hrs,590,40.75775333333333,-73.97782666666667,29.0,18.0,18.0,15
Tuesday_18_hrs,591,40.74351666666667,-73.98623333333335,29.0,18.0,18.0,6
Tuesday_18_hrs,592,40.77935,-73.959375,29.0,18.0,18.0,4
Tuesday_18_hrs,593,40.72618,-74.00482,29.0,18.0,18.0,5
Tuesday_18_hrs,595,40.708600000000004,-74.01175,29.0,18.0,18.0,4
Tuesday_18_hrs,594,40.74936666666667,-74.00536666666666,29.0,18.0,18.0,3
Tuesday_19_hrs,596,40.74868823529412,-73.98305294117647,29.0,18.0,19.0,17
Tuesday_20_hrs,597,40.75931428571429,-73.97932857142857,29.0,18.0,20.0,7
Tuesday_20_hrs,598,40.719,-74.00522,29.0,18.0,20.0,10
Tuesday_21_hrs,599,40.758857142857146,-73.97577142857143,29.0,18.0,21.0,7
Tuesday_21_hrs,600,40.74068571428571,-73.99144285714286,29.0,18.0,21.0,7
Tuesday_21_hrs,601,40.72416666666667,-73.9906,29.0,18.0,21.0,3
Tuesday_22_hrs,602,40.74265,-73.985125,29.0,18.0,22.0,4
Tuesday_22_hrs,603,40.76363333333333,-73.9834,29.0,18.0,22.0,3
Tuesday_23_hrs,604,40.73993333333333,-73.98746666666666,29.0,18.0,23.0,3
Wednesday_5_hrs,605,40.78406666666667,-73.97456666666666,30.0,18.0,5.0,3
Wednesday_6_hrs,606,40.74366666666666,-73.98946666666667,30.0,18.0,6.0,3
Wednesday_7_hrs,607,40.74203333333333,-73.98926666666667,30.0,18.0,7.0,9
Wednesday_8_hrs,608,40.7773,-73.94835,30.0,18.0,8.0,4
Wednesday_9_hrs,609,40.77583333333333,-73.95083333333334,30.0,18.0,9.0,3
Wednesday_10_hrs,610,40.722883333333336,-74.00585,30.0,18.0,10.0,6
Wednesday_10_hrs,611,40.74852,-73.9823,30.0,18.0,10.0,5
Wednesday_10_hrs,612,40.75846666666667,-73.96453333333334,30.0,18.0,10.0,3
Wednesday_11_hrs,613,40.7302875,-73.998125,30.0,18.0,11.0,8
Wednesday_11_hrs,614,40.762033333333335,-73.972,30.0,18.0,11.0,3
Wednesday_11_hrs,615,40.7507125,-73.9909,30.0,18.0,11.0,8
Wednesday_11_hrs,616,40.76513333333333,-73.96016666666667,30.0,18.0,11.0,3
Wednesday_11_hrs,617,40.77433333333333,-73.9871,30.0,18.0,11.0,3
Wednesday_12_hrs,618,40.73716666666667,-73.99013333333333,30.0,18.0,12.0,3
Wednesday_12_hrs,619,40.75718,-73.98017999999999,30.0,18.0,12.0,10
Wednesday_13_hrs,620,40.74522,-73.98846999999999,30.0,18.0,13.0,10
Wednesday_13_hrs,621,40.726299999999995,-74.003,30.0,18.0,13.0,4
Wednesday_13_hrs,622,40.76743333333334,-73.96176666666666,30.0,18.0,13.0,3
Wednesday_13_hrs,623,40.7447,-74.00553333333333,30.0,18.0,13.0,3
Wednesday_14_hrs,624,40.73104,-74.0021,30.0,18.0,14.0,10
Wednesday_14_hrs,625,40.754022222222225,-73.97814444444445,30.0,18.0,14.0,9
Wednesday_14_hrs,626,40.731633333333335,-73.98106666666666,30.0,18.0,14.0,3
Wednesday_15_hrs,627,40.76087142857143,-73.97453928571429,30.0,18.0,15.0,28
Wednesday_15_hrs,628,40.73746666666667,-73.9927,30.0,18.0,15.0,3
Wednesday_15_hrs,629,40.72003333333333,-74.0091,30.0,18.0,15.0,6
Wednesday_16_hrs,630,40.742714285714285,-73.9909,30.0,18.0,16.0,7
Wednesday_16_hrs,631,40.75836666666667,-73.97789333333334,30.0,18.0,16.0,15
Wednesday_16_hrs,632,40.72586666666667,-74.004,30.0,18.0,16.0,3
Wednesday_16_hrs,633,40.77995,-73.957025,30.0,18.0,16.0,4
Wednesday_17_hrs,634,40.74533170731708,-73.98828048780487,30.0,18.0,17.0,41
Wednesday_18_hrs,635,40.75241714285714,-73.98678285714286,30.0,18.0,18.0,35
Wednesday_18_hrs,636,40.78206666666667,-73.97773333333333,30.0,18.0,18.0,3
Wednesday_18_hrs,637,40.78523333333333,-73.9522,30.0,18.0,18.0,3
Wednesday_18_hrs,638,40.720375,-73.996875,30.0,18.0,18.0,4
Wednesday_19_hrs,639,40.73011363636363,-73.99650454545454,30.0,18.0,19.0,22
Wednesday_19_hrs,640,40.75825555555556,-73.97997222222222,30.0,18.0,19.0,18
Wednesday_19_hrs,641,40.70563333333333,-74.0077,30.0,18.0,19.0,3
Wednesday_20_hrs,642,40.7575125,-73.97721250000001,30.0,18.0,20.0,16
Wednesday_20_hrs,643,40.73523,-73.99951,30.0,18.0,20.0,10
Wednesday_20_hrs,644,40.678,-73.99256666666668,30.0,18.0,20.0,3
Wednesday_20_hrs,645,40.771975,-73.9635,30.0,18.0,20.0,4
Wednesday_20_hrs,646,40.71935,-74.007725,30.0,18.0,20.0,4
Wednesday_21_hrs,647,40.757476923076915,-73.97915384615385,30.0,18.0,21.0,13
Wednesday_21_hrs,648,40.73686,-73.99746,30.0,18.0,21.0,10
Wednesday_21_hrs,649,40.718900000000005,-74.00399999999999,30.0,18.0,21.0,4
Wednesday_22_hrs,650,40.75871875,-73.98206875,30.0,18.0,22.0,16
Wednesday_22_hrs,651,40.73925,-73.9983,30.0,18.0,22.0,8
Wednesday_22_hrs,652,40.7158125,-74.00685,30.0,18.0,22.0,8
Wednesday_23_hrs,653,40.73656666666667,-73.9991,30.0,18.0,23.0,6
Wednesday_23_hrs,654,40.7531,-73.97926,30.0,18.0,23.0,5
